sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
AW107	NODE_19120_length_3225_cov_21.1	0.370	0.006	0.002	0.990	0.299	0.005	0.002	0.030	0.007	0.029	0.054	0.007	627	18.798	3225	0.030	0.000	0.000	0.000	0.000	0.011	0.000	0.000	0.018	0.018	0.000	0.000	0.000	0.000	0.018	0.011	0.000	0.007	0.000	0.011
AW107	NODE_10683_length_4447_cov_24.0	0.305	0.002	0.001	0.517	0.279	0.001	0.001	0.009	0.003	0.041	0.073	0.003	1034	21.878	4447	0.007	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.008	0.000	0.000	0.000	0.000	0.000
AW107	NODE_6463_length_5883_cov_27.6	0.341	0.002	0.001	0.627	0.274	0.001	0.001	0.010	0.003	0.042	0.074	0.003	1518	24.957	5883	0.010	0.006	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.006	0.000	0.006	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AW107	NODE_21383_length_3031_cov_25.0	0.411	0.009	0.003	0.657	0.377	0.007	0.003	0.034	0.011	0.059	0.100	0.010	651	22.377	3031	0.032	0.024	0.000	0.010	0.011	0.000	0.000	0.000	0.000	0.019	0.009	0.021	0.000	0.012	0.010	0.000	0.041	0.000	0.000	0.000
AW107	NODE_1721_length_12205_cov_39.0	0.479	0.004	0.001	0.737	0.313	0.004	0.001	0.012	0.003	0.060	0.101	0.002	4043	34.827	12205	0.012	0.006	0.004	0.003	0.009	0.002	0.006	0.005	0.005	0.004	0.008	0.003	0.007	0.002	0.003	0.002	0.000	0.003	0.003	0.000
AW107	NODE_1180_length_14450_cov_53.9	0.557	0.001	0.000	0.990	0.518	0.001	0.000	0.004	0.001	0.246	0.324	0.001	7521	48.930	14450	0.004	0.000	0.004	0.003	0.002	0.000	0.002	0.003	0.000	0.002	0.003	0.000	0.002	0.000	0.000	0.003	0.000	0.002	0.000	0.000
AW107	NODE_12660_length_4050_cov_37.5	0.403	0.002	0.001	0.990	0.248	0.001	0.001	0.014	0.003	0.068	0.111	0.003	1514	34.571	4050	0.014	0.000	0.009	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AW107	NODE_20452_length_3107_cov_20.3	0.299	0.004	0.001	0.492	0.367	0.002	0.002	0.015	0.006	0.080	0.128	0.006	621	18.331	3107	0.012	0.018	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000
AW107	NODE_15424_length_3619_cov_24.9	0.280	0.001	0.001	0.180	0.242	0.000	0.001	0.004	0.002	0.096	0.151	0.002	758	22.472	3619	0.000	0.009	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AW107	NODE_5231_length_6654_cov_135.6	0.866	0.002	0.000	0.294	0.354	0.002	0.001	0.004	0.002	0.063	0.103	0.002	7801	121.385	6654	0.004	0.003	0.002	0.008	0.001	0.000	0.001	0.002	0.002	0.005	0.000	0.002	0.002	0.004	0.002	0.001	0.005	0.001	0.001	0.000
AW107	NODE_18601_length_3271_cov_21.4	0.299	0.006	0.002	0.247	0.386	0.005	0.003	0.014	0.007	0.108	0.166	0.008	604	18.948	3271	0.014	0.018	0.000	0.000	0.017	0.015	0.000	0.012	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.014	0.014	0.000	0.000	0.000
AW107	NODE_14132_length_3808_cov_19.7	0.261	0.001	0.001	0.345	0.566	0.001	0.001	0.005	0.004	0.117	0.176	0.004	706	17.811	3808	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000
AW107	NODE_1457_length_13196_cov_27.7	0.388	0.003	0.000	0.263	0.250	0.002	0.001	0.005	0.002	0.124	0.184	0.002	3112	24.909	13196	0.004	0.008	0.002	0.004	0.004	0.000	0.002	0.004	0.002	0.000	0.002	0.002	0.006	0.000	0.002	0.002	0.000	0.004	0.004	0.000
AW107	NODE_4963_length_6853_cov_51.5	0.513	0.006	0.001	0.990	0.465	0.005	0.001	0.014	0.004	0.135	0.197	0.004	3309	46.728	6853	0.014	0.003	0.002	0.002	0.013	0.007	0.003	0.000	0.011	0.002	0.000	0.008	0.005	0.005	0.012	0.002	0.011	0.005	0.007	0.005
AW107	NODE_16422_length_3496_cov_72.1	0.619	0.008	0.001	0.720	0.342	0.007	0.001	0.018	0.004	0.137	0.198	0.004	2152	64.880	3496	0.018	0.011	0.007	0.006	0.003	0.012	0.003	0.003	0.003	0.006	0.003	0.013	0.007	0.016	0.003	0.013	0.007	0.007	0.003	0.010
AW107	NODE_1668_length_12412_cov_34.2	0.413	0.001	0.000	0.990	0.364	0.001	0.000	0.005	0.001	0.156	0.222	0.001	3467	29.930	12412	0.005	0.000	0.002	0.003	0.002	0.004	0.000	0.000	0.000	0.000	0.002	0.002	0.004	0.002	0.000	0.000	0.002	0.000	0.000	0.002
AW107	NODE_9168_length_4846_cov_17.2	0.312	0.004	0.001	0.990	0.318	0.003	0.001	0.018	0.005	0.166	0.234	0.004	719	15.647	4846	0.018	0.000	0.000	0.009	0.010	0.010	0.000	0.000	0.010	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009
AW107	NODE_10188_length_4565_cov_26.2	0.354	0.007	0.002	0.497	0.461	0.006	0.002	0.017	0.007	0.180	0.249	0.006	1047	23.934	4565	0.014	0.023	0.000	0.013	0.000	0.000	0.008	0.008	0.000	0.000	0.016	0.000	0.007	0.015	0.008	0.000	0.007	0.016	0.007	0.007
AW107	NODE_15860_length_3562_cov_38.4	0.415	0.006	0.002	0.569	0.440	0.005	0.002	0.017	0.006	0.184	0.252	0.006	1280	34.901	3562	0.016	0.014	0.007	0.007	0.000	0.000	0.000	0.014	0.013	0.000	0.000	0.006	0.013	0.007	0.019	0.013	0.000	0.000	0.000	0.000
AW107	NODE_13323_length_3935_cov_15.8	0.259	0.004	0.002	0.218	0.477	0.003	0.004	0.009	0.007	0.102	0.158	0.008	576	14.396	3935	0.000	0.020	0.016	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.017
AW107	NODE_5537_length_6440_cov_33.3	0.369	0.003	0.001	0.440	0.458	0.002	0.001	0.007	0.003	0.201	0.272	0.003	2132	30.925	6440	0.007	0.005	0.004	0.004	0.004	0.000	0.000	0.004	0.000	0.000	0.000	0.004	0.000	0.000	0.014	0.000	0.003	0.000	0.000	0.004
AW108	NODE_12378_length_4115_cov_25.0	0.407	0.017	0.004	0.217	0.358	0.013	0.008	0.031	0.014	0.063	0.066	0.016	979	22.359	4115	0.015	0.032	0.060	0.027	0.000	0.010	0.000	0.011	0.000	0.022	0.029	0.000	0.031	0.028	0.018	0.043	0.000	0.000	0.010	0.000
AW108	NODE_13048_length_3974_cov_34.4	0.356	0.007	0.001	0.002	0.281	0.000	0.025	0.010	0.004	0.087	0.090	0.005	1506	30.378	3974	0.000	0.016	0.007	0.015	0.008	0.007	0.000	0.016	0.017	0.007	0.009	0.014	0.008	0.007	0.000	0.008	0.000	0.007	0.000	0.000
AW108	NODE_13190_length_3942_cov_34.5	0.393	0.003	0.001	0.990	0.295	0.002	0.001	0.017	0.004	0.107	0.109	0.004	1472	31.045	3942	0.017	0.000	0.010	0.009	0.000	0.000	0.000	0.009	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AW108	NODE_6677_length_6130_cov_47.4	0.484	0.010	0.001	0.019	0.155	0.000	0.017	0.015	0.003	0.046	0.049	0.005	3300	42.742	6130	0.011	0.018	0.009	0.019	0.015	0.005	0.017	0.009	0.008	0.009	0.013	0.013	0.004	0.019	0.000	0.009	0.005	0.004	0.000	0.009
AW108	NODE_10888_length_4464_cov_18.8	0.317	0.012	0.002	0.112	0.284	0.009	0.008	0.018	0.006	0.244	0.246	0.008	878	17.178	4464	0.008	0.024	0.022	0.021	0.000	0.026	0.010	0.018	0.019	0.000	0.009	0.009	0.000	0.010	0.010	0.017	0.012	0.012	0.000	0.019
AW108	NODE_19666_length_3021_cov_19.5	0.279	0.005	0.002	0.990	1.122	0.005	0.002	0.012	0.008	0.757	0.757	0.007	692	17.211	3021	0.012	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.025	0.000	0.000	0.014	0.000	0.000	0.000	0.012	0.009	0.012	0.014	0.000
AW108	NODE_19229_length_3066_cov_16.4	0.405	0.007	0.003	0.990	0.294	0.005	0.003	0.043	0.011	0.115	0.117	0.010	504	14.692	3066	0.043	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.024	0.024	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000
AW108	NODE_14282_length_3743_cov_24.6	0.326	0.008	0.002	0.057	0.199	0.000	0.016	0.015	0.006	0.010	0.011	0.008	1026	22.013	3743	0.019	0.011	0.000	0.022	0.023	0.011	0.000	0.000	0.009	0.023	0.000	0.000	0.011	0.014	0.000	0.010	0.000	0.000	0.010	0.000
AW108	NODE_2406_length_12365_cov_167.0	0.964	0.007	0.002	0.385	0.032	0.003	0.000	0.031	0.001	0.000	0.000	0.001	17825	144.240	12365	0.030	0.023	0.011	0.011	0.008	0.004	0.004	0.004	0.002	0.001	0.003	0.005	0.005	0.002	0.004	0.004	0.003	0.005	0.004	0.003
AW108	NODE_15050_length_3611_cov_28.6	0.405	0.007	0.002	0.585	0.251	0.005	0.002	0.028	0.007	0.008	0.009	0.007	1110	25.122	3611	0.027	0.017	0.008	0.006	0.000	0.000	0.007	0.007	0.000	0.000	0.006	0.000	0.013	0.007	0.029	0.000	0.007	0.000	0.000	0.000
AW108	NODE_1717_length_15624_cov_144.4	0.949	0.008	0.002	0.320	0.031	0.003	0.001	0.032	0.002	0.000	0.000	0.002	19681	125.159	15624	0.029	0.027	0.018	0.011	0.008	0.005	0.005	0.006	0.004	0.005	0.003	0.005	0.003	0.005	0.004	0.002	0.004	0.004	0.003	0.005
AW108	NODE_1651_length_16113_cov_115.6	0.889	0.006	0.001	0.290	0.029	0.003	0.000	0.022	0.001	0.000	0.000	0.001	20238	101.054	16113	0.022	0.017	0.011	0.011	0.009	0.006	0.004	0.007	0.006	0.002	0.006	0.003	0.003	0.003	0.004	0.005	0.003	0.003	0.004	0.002
AW108	NODE_654_length_30273_cov_41.7	0.734	0.006	0.002	0.316	0.042	0.002	0.001	0.026	0.002	0.000	0.000	0.002	12703	36.868	30273	0.025	0.021	0.013	0.008	0.005	0.010	0.006	0.001	0.002	0.001	0.002	0.006	0.003	0.001	0.005	0.002	0.001	0.002	0.002	0.002
AW108	NODE_208_length_55962_cov_137.1	0.988	0.006	0.001	0.336	0.022	0.003	0.000	0.027	0.001	0.000	0.000	0.001	76041	120.429	55962	0.027	0.017	0.016	0.009	0.007	0.005	0.005	0.004	0.003	0.004	0.004	0.004	0.005	0.002	0.003	0.003	0.003	0.002	0.002	0.002
AW108	NODE_507_length_35115_cov_162.0	0.984	0.007	0.002	0.333	0.035	0.003	0.001	0.031	0.002	0.000	0.000	0.002	49114	140.129	35115	0.028	0.027	0.013	0.012	0.008	0.005	0.004	0.003	0.003	0.004	0.004	0.005	0.003	0.004	0.004	0.003	0.003	0.004	0.003	0.003
AW108	NODE_722_length_28604_cov_160.4	0.978	0.008	0.002	0.341	0.035	0.004	0.001	0.031	0.002	0.000	0.000	0.002	39805	138.853	28604	0.029	0.027	0.012	0.013	0.010	0.005	0.005	0.005	0.004	0.005	0.004	0.004	0.005	0.003	0.004	0.005	0.005	0.004	0.003	0.003
AW108	NODE_424_length_38322_cov_141.5	0.979	0.009	0.002	0.299	0.036	0.005	0.001	0.032	0.002	0.000	0.000	0.002	59216	123.930	38322	0.029	0.030	0.014	0.014	0.011	0.008	0.008	0.006	0.005	0.006	0.006	0.005	0.006	0.005	0.006	0.005	0.003	0.005	0.004	0.006
AW108	NODE_2788_length_11170_cov_102.3	0.830	0.006	0.001	0.268	0.040	0.003	0.001	0.022	0.002	0.000	0.000	0.002	11780	90.546	11170	0.021	0.018	0.013	0.008	0.006	0.009	0.008	0.003	0.003	0.003	0.001	0.003	0.005	0.003	0.003	0.003	0.002	0.001	0.004	0.001
AW108	NODE_3022_length_10508_cov_72.5	0.777	0.009	0.002	0.340	0.051	0.003	0.001	0.042	0.004	0.000	0.000	0.004	7161	64.001	10508	0.039	0.040	0.013	0.016	0.006	0.009	0.008	0.005	0.002	0.003	0.007	0.004	0.005	0.003	0.000	0.005	0.002	0.001	0.002	0.007
AW108	NODE_519_length_34728_cov_153.6	0.983	0.012	0.002	0.334	0.031	0.008	0.001	0.035	0.002	0.000	0.000	0.002	50572	134.820	34728	0.034	0.030	0.016	0.015	0.015	0.011	0.009	0.009	0.007	0.008	0.008	0.007	0.009	0.007	0.008	0.009	0.008	0.008	0.007	0.008
AW108	NODE_2755_length_11272_cov_174.0	0.971	0.010	0.002	0.322	0.049	0.005	0.001	0.033	0.002	0.000	0.000	0.002	18341	152.584	11272	0.036	0.019	0.017	0.014	0.016	0.011	0.005	0.009	0.007	0.007	0.005	0.008	0.007	0.007	0.008	0.004	0.005	0.001	0.006	0.003
AW108	NODE_948_length_23893_cov_153.3	0.967	0.007	0.002	0.293	0.032	0.002	0.001	0.028	0.002	0.000	0.000	0.002	31587	132.270	23893	0.026	0.025	0.013	0.014	0.008	0.006	0.003	0.003	0.004	0.005	0.002	0.004	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.002
AW108	NODE_2055_length_13758_cov_404.1	1.000	0.008	0.002	0.297	0.018	0.004	0.000	0.031	0.001	0.000	0.000	0.001	50387	351.952	13758	0.031	0.023	0.018	0.013	0.012	0.007	0.006	0.005	0.005	0.004	0.003	0.006	0.004	0.005	0.005	0.002	0.004	0.003	0.004	0.003
AW108	NODE_222_length_53990_cov_160.8	0.992	0.006	0.002	0.296	0.031	0.002	0.001	0.027	0.001	0.000	0.000	0.002	74641	138.495	53990	0.024	0.025	0.012	0.011	0.008	0.006	0.003	0.003	0.004	0.004	0.003	0.003	0.003	0.002	0.003	0.002	0.002	0.002	0.002	0.002
AW108	NODE_2595_length_11755_cov_168.6	0.964	0.007	0.002	0.319	0.043	0.003	0.001	0.030	0.002	0.000	0.000	0.002	17051	145.782	11755	0.028	0.028	0.011	0.011	0.008	0.006	0.006	0.004	0.003	0.005	0.004	0.007	0.004	0.001	0.003	0.002	0.003	0.002	0.002	0.002
AW108	NODE_1764_length_15319_cov_97.4	0.844	0.007	0.001	0.370	0.036	0.004	0.000	0.026	0.001	0.000	0.000	0.001	16323	84.905	15319	0.027	0.017	0.013	0.009	0.009	0.007	0.007	0.003	0.003	0.005	0.005	0.005	0.008	0.003	0.004	0.004	0.004	0.003	0.003	0.003
AW108	NODE_197_length_57261_cov_164.8	0.994	0.008	0.002	0.302	0.030	0.003	0.001	0.028	0.001	0.000	0.000	0.001	81089	142.344	57261	0.026	0.026	0.014	0.012	0.009	0.007	0.005	0.004	0.004	0.005	0.004	0.005	0.004	0.003	0.004	0.003	0.004	0.004	0.003	0.004
AW108	NODE_273_length_48012_cov_148.8	0.987	0.006	0.001	0.374	0.025	0.003	0.000	0.027	0.001	0.000	0.000	0.001	61651	130.220	48012	0.028	0.017	0.010	0.009	0.009	0.004	0.004	0.004	0.005	0.003	0.004	0.003	0.003	0.003	0.002	0.003	0.002	0.002	0.002	0.002
AW108	NODE_1359_length_18489_cov_49.1	0.645	0.007	0.001	0.334	0.060	0.004	0.001	0.022	0.002	0.000	0.000	0.002	10168	42.689	18489	0.022	0.019	0.010	0.006	0.010	0.008	0.003	0.005	0.010	0.005	0.002	0.005	0.003	0.006	0.005	0.004	0.005	0.002	0.004	0.003
AW108	NODE_1378_length_18325_cov_51.1	0.703	0.009	0.002	0.341	0.059	0.005	0.001	0.032	0.003	0.000	0.000	0.003	9160	45.306	18325	0.032	0.023	0.015	0.013	0.012	0.008	0.007	0.004	0.004	0.009	0.009	0.003	0.005	0.004	0.014	0.005	0.006	0.000	0.005	0.004
AW108	NODE_982_length_23369_cov_36.6	0.627	0.007	0.001	0.318	0.039	0.004	0.000	0.022	0.001	0.000	0.000	0.001	9475	32.381	23369	0.022	0.018	0.012	0.009	0.007	0.004	0.009	0.005	0.004	0.007	0.005	0.004	0.006	0.004	0.004	0.004	0.004	0.004	0.003	0.002
AW108	NODE_2363_length_12518_cov_44.4	0.562	0.008	0.001	0.146	0.047	0.001	0.002	0.022	0.002	0.000	0.000	0.003	5622	39.177	12518	0.018	0.022	0.021	0.018	0.009	0.005	0.011	0.010	0.004	0.002	0.007	0.008	0.002	0.005	0.005	0.003	0.003	0.004	0.001	0.001
AW108	NODE_3151_length_10214_cov_63.2	0.652	0.007	0.001	0.194	0.043	0.002	0.001	0.023	0.002	0.000	0.000	0.002	6450	55.983	10214	0.021	0.018	0.020	0.020	0.008	0.009	0.005	0.005	0.007	0.002	0.004	0.003	0.003	0.004	0.003	0.007	0.001	0.003	0.004	0.003
AW108	NODE_1962_length_14179_cov_47.5	0.608	0.007	0.001	0.315	0.069	0.004	0.001	0.024	0.003	0.000	0.000	0.003	6887	42.019	14179	0.025	0.020	0.006	0.015	0.007	0.011	0.005	0.004	0.003	0.005	0.006	0.007	0.001	0.002	0.007	0.002	0.006	0.001	0.005	0.001
AW108	NODE_35_length_97729_cov_125.9	0.997	0.006	0.001	0.329	0.024	0.003	0.000	0.024	0.001	0.000	0.000	0.001	121745	111.151	97729	0.024	0.019	0.010	0.010	0.009	0.005	0.005	0.004	0.004	0.004	0.003	0.004	0.005	0.003	0.003	0.003	0.003	0.002	0.003	0.002
AW108	NODE_4211_length_8340_cov_201.4	0.978	0.009	0.001	0.250	0.051	0.006	0.001	0.022	0.002	0.000	0.000	0.002	16257	176.852	8340	0.022	0.018	0.016	0.013	0.012	0.008	0.007	0.009	0.004	0.008	0.010	0.005	0.005	0.008	0.009	0.004	0.010	0.004	0.004	0.004
AW108	NODE_401_length_39523_cov_160.5	0.985	0.007	0.002	0.303	0.029	0.003	0.001	0.028	0.001	0.000	0.000	0.001	55062	138.685	39523	0.027	0.025	0.014	0.011	0.009	0.008	0.004	0.005	0.003	0.004	0.002	0.005	0.005	0.003	0.004	0.003	0.002	0.003	0.003	0.002
AW108	NODE_859_length_25458_cov_46.1	0.710	0.006	0.001	0.292	0.059	0.003	0.001	0.025	0.003	0.000	0.000	0.003	12119	40.791	25458	0.021	0.026	0.015	0.005	0.009	0.004	0.004	0.005	0.005	0.006	0.004	0.004	0.001	0.002	0.003	0.001	0.004	0.004	0.003	0.003
AW108	NODE_9005_length_5064_cov_34.3	0.406	0.006	0.001	0.330	0.159	0.004	0.001	0.018	0.004	0.010	0.011	0.004	1816	30.447	5064	0.016	0.020	0.005	0.008	0.008	0.004	0.009	0.004	0.000	0.012	0.000	0.000	0.000	0.004	0.000	0.013	0.000	0.005	0.004	0.008
AW108	NODE_1125_length_21175_cov_36.9	0.646	0.007	0.002	0.333	0.063	0.003	0.001	0.030	0.003	0.000	0.000	0.003	7928	32.680	21175	0.027	0.031	0.007	0.009	0.009	0.004	0.007	0.007	0.005	0.002	0.006	0.003	0.004	0.001	0.002	0.002	0.002	0.002	0.002	0.001
AW108	NODE_155_length_61996_cov_156.2	0.994	0.007	0.002	0.353	0.034	0.003	0.001	0.030	0.002	0.000	0.000	0.002	84027	135.135	61996	0.028	0.026	0.012	0.010	0.008	0.004	0.005	0.004	0.004	0.004	0.003	0.003	0.005	0.005	0.003	0.003	0.004	0.004	0.003	0.003
AW108	NODE_3199_length_10139_cov_103.2	0.842	0.007	0.002	0.322	0.048	0.003	0.001	0.029	0.002	0.000	0.000	0.002	10346	90.075	10139	0.026	0.028	0.015	0.010	0.009	0.004	0.003	0.007	0.002	0.006	0.003	0.008	0.004	0.003	0.003	0.004	0.002	0.003	0.002	0.005
AW108	NODE_56_length_85548_cov_154.1	0.998	0.007	0.002	0.374	0.022	0.003	0.000	0.029	0.001	0.000	0.000	0.001	115307	134.255	85548	0.029	0.020	0.011	0.010	0.009	0.006	0.005	0.004	0.004	0.004	0.003	0.004	0.005	0.003	0.003	0.003	0.003	0.002	0.002	0.002
AW108	NODE_7_length_138743_cov_145.4	1.000	0.006	0.001	0.253	0.024	0.003	0.000	0.020	0.001	0.000	0.000	0.001	215287	126.821	138743	0.018	0.019	0.011	0.010	0.009	0.006	0.005	0.004	0.004	0.004	0.004	0.003	0.003	0.003	0.004	0.003	0.003	0.003	0.002	0.003
AW108	NODE_1506_length_17175_cov_58.1	0.716	0.009	0.002	0.348	0.087	0.005	0.001	0.029	0.004	0.000	0.000	0.004	10037	51.552	17175	0.028	0.025	0.009	0.022	0.007	0.002	0.007	0.005	0.008	0.009	0.006	0.001	0.008	0.007	0.007	0.005	0.003	0.006	0.008	0.004
AW108	NODE_13663_length_3857_cov_101.5	0.804	0.007	0.002	0.224	0.047	0.001	0.002	0.030	0.003	0.000	0.000	0.003	3557	89.366	3857	0.028	0.026	0.018	0.021	0.010	0.002	0.011	0.004	0.002	0.006	0.000	0.000	0.000	0.008	0.004	0.004	0.000	0.000	0.000	0.002
AW108	NODE_826_length_26230_cov_176.2	0.982	0.008	0.002	0.299	0.032	0.003	0.001	0.029	0.002	0.000	0.000	0.002	39610	151.466	26230	0.026	0.027	0.014	0.011	0.009	0.008	0.004	0.007	0.004	0.005	0.003	0.004	0.005	0.005	0.004	0.003	0.004	0.003	0.002	0.004
AW108	NODE_592_length_32545_cov_39.5	0.731	0.005	0.001	0.313	0.048	0.001	0.001	0.023	0.002	0.000	0.000	0.002	13156	35.120	32545	0.020	0.023	0.009	0.008	0.006	0.004	0.002	0.004	0.003	0.001	0.003	0.001	0.000	0.004	0.001	0.001	0.002	0.003	0.003	0.001
AW108	NODE_2192_length_13157_cov_130.8	0.911	0.006	0.001	0.214	0.022	0.002	0.001	0.021	0.001	0.000	0.000	0.001	17193	115.446	13157	0.020	0.018	0.016	0.010	0.009	0.009	0.005	0.005	0.005	0.004	0.004	0.003	0.003	0.005	0.003	0.000	0.003	0.002	0.002	0.003
AW108	NODE_619_length_31375_cov_103.6	0.920	0.007	0.001	0.237	0.015	0.003	0.000	0.023	0.001	0.000	0.000	0.001	35367	90.183	31375	0.023	0.019	0.015	0.013	0.009	0.009	0.006	0.005	0.004	0.005	0.004	0.005	0.003	0.003	0.004	0.004	0.003	0.002	0.003	0.004
AW108	NODE_1266_length_19430_cov_154.6	0.959	0.007	0.001	0.285	0.038	0.003	0.001	0.024	0.002	0.000	0.000	0.002	25690	134.309	19430	0.024	0.021	0.009	0.013	0.010	0.006	0.006	0.003	0.005	0.005	0.006	0.005	0.005	0.003	0.004	0.003	0.003	0.003	0.002	0.001
AW108	NODE_979_length_23447_cov_68.5	0.788	0.007	0.001	0.434	0.046	0.004	0.000	0.023	0.001	0.000	0.000	0.001	17766	60.663	23447	0.023	0.017	0.007	0.009	0.006	0.007	0.005	0.004	0.006	0.004	0.003	0.004	0.007	0.006	0.005	0.004	0.005	0.003	0.004	0.004
AW108	NODE_147_length_62914_cov_160.2	0.995	0.007	0.002	0.334	0.032	0.003	0.001	0.030	0.002	0.000	0.000	0.002	86977	138.073	62914	0.027	0.026	0.013	0.011	0.007	0.005	0.005	0.004	0.003	0.004	0.003	0.004	0.004	0.003	0.004	0.004	0.003	0.003	0.003	0.002
AW108	NODE_1013_length_22748_cov_80.7	0.841	0.007	0.001	0.382	0.059	0.004	0.001	0.026	0.002	0.000	0.000	0.002	18844	72.520	22748	0.027	0.013	0.015	0.010	0.011	0.006	0.003	0.003	0.003	0.003	0.006	0.005	0.008	0.004	0.006	0.005	0.002	0.002	0.002	0.006
AW108	NODE_908_length_24544_cov_145.6	0.961	0.006	0.001	0.299	0.025	0.003	0.000	0.024	0.001	0.000	0.000	0.001	35164	127.954	24544	0.024	0.019	0.012	0.012	0.007	0.005	0.006	0.006	0.003	0.005	0.002	0.005	0.003	0.004	0.003	0.002	0.002	0.002	0.003	0.003
AW108	NODE_1105_length_21392_cov_83.8	0.834	0.008	0.001	0.248	0.047	0.004	0.001	0.024	0.002	0.000	0.000	0.002	20058	74.314	21392	0.021	0.023	0.016	0.014	0.010	0.010	0.010	0.003	0.003	0.006	0.005	0.006	0.003	0.004	0.002	0.007	0.004	0.006	0.005	0.007
AW108	NODE_1460_length_17555_cov_70.0	0.757	0.008	0.001	0.315	0.048	0.005	0.001	0.026	0.002	0.000	0.000	0.002	11678	61.087	17555	0.025	0.022	0.011	0.007	0.013	0.008	0.009	0.007	0.005	0.004	0.005	0.005	0.006	0.006	0.006	0.005	0.004	0.004	0.004	0.003
AW108	NODE_83_length_74768_cov_163.2	0.997	0.007	0.002	0.323	0.034	0.003	0.001	0.030	0.002	0.000	0.000	0.002	105176	141.018	74768	0.028	0.027	0.012	0.011	0.009	0.005	0.006	0.004	0.004	0.003	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.003
AW108	NODE_204_length_56489_cov_161.2	0.993	0.006	0.002	0.321	0.025	0.002	0.000	0.028	0.001	0.000	0.000	0.001	78457	138.855	56489	0.026	0.024	0.012	0.010	0.008	0.006	0.004	0.005	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.002	0.003	0.002	0.003	0.002
AW108	NODE_300_length_45539_cov_352.1	1.000	0.008	0.002	0.360	0.018	0.004	0.000	0.031	0.001	0.000	0.000	0.001	148143	307.443	45539	0.031	0.022	0.013	0.012	0.009	0.008	0.006	0.007	0.005	0.005	0.005	0.005	0.005	0.005	0.004	0.004	0.005	0.004	0.004	0.004
AW108	NODE_43_length_94284_cov_131.8	0.997	0.006	0.001	0.331	0.014	0.002	0.000	0.027	0.001	0.000	0.000	0.001	122657	116.095	94284	0.026	0.020	0.013	0.011	0.006	0.005	0.005	0.004	0.003	0.003	0.003	0.002	0.003	0.003	0.003	0.002	0.003	0.002	0.001	0.002
AW108	NODE_7168_length_5858_cov_193.7	0.977	0.008	0.002	0.347	0.054	0.004	0.001	0.033	0.003	0.000	0.000	0.003	10765	169.409	5858	0.033	0.024	0.011	0.016	0.014	0.005	0.004	0.007	0.005	0.004	0.001	0.004	0.007	0.004	0.004	0.009	0.007	0.002	0.001	0.003
AW108	NODE_1122_length_21198_cov_160.4	0.969	0.007	0.002	0.305	0.035	0.003	0.001	0.028	0.002	0.000	0.000	0.002	29393	138.583	21198	0.025	0.025	0.012	0.014	0.007	0.006	0.004	0.003	0.004	0.003	0.004	0.003	0.003	0.004	0.004	0.003	0.004	0.003	0.003	0.002
AW108	NODE_2122_length_13438_cov_82.1	0.752	0.007	0.001	0.185	0.076	0.003	0.002	0.018	0.003	0.000	0.000	0.003	12177	72.504	13438	0.017	0.020	0.006	0.017	0.008	0.012	0.006	0.004	0.004	0.006	0.007	0.005	0.002	0.003	0.004	0.009	0.001	0.002	0.003	0.005
