sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
AW107	NODE_11315_length_4312_cov_22.5	517	family	Ruminococcaceae	2	2	1	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae
Zape3	NODE_30_length_104272_cov_188.9	586	species	Ligilactobacillus ruminis	110	106	86	0.88	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Ligilactobacillus;s_Ligilactobacillus ruminis
Zape3	NODE_864_length_25351_cov_96.2	1	no rank	root	5	5	5	1.0	-_root
Zape3	NODE_3363_length_9900_cov_87.5	164	class	Bacteroidia	3	3	1	0.93	d_Bacteria;p_Bacteroidota;c_Bacteroidia
Zape3	NODE_10469_length_4470_cov_20.9	1283	family	Muribaculaceae	7	7	7	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Muribaculaceae
AW108	NODE_401_length_39523_cov_160.5	2	superkingdom	Bacteria	6	6	5	0.83	d_Bacteria
AW108	NODE_2122_length_13438_cov_82.1	6084	species	Eubacterium R sp900542875	11	11	6	0.56	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium R;s_Eubacterium R sp900542875
AW108	NODE_5835_length_6694_cov_99.5	1793	genus	Eubacterium F	8	8	7	0.86	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium F
AW108	NODE_16485_length_3394_cov_82.0	37	class	Clostridia	5	5	5	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia
UT43	NODE_468_length_35283_cov_59.9	8272	genus	CAG-307	27	25	13	0.57	d_Bacteria;p_Firmicutes;c_Bacilli;o_Acholeplasmatales;f_Anaeroplasmataceae;g_CAG-307
UT30	NODE_71286_length_3707_cov_7.9	321	family	Micrococcaceae	9	9	7	0.83	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae
UT30	NODE_78706_length_3381_cov_11.0	8497	species	Planococcus glaciei	3	3	3	1.0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus;s_Planococcus glaciei
Zape1	NODE_363_length_31734_cov_110.4	8781	species	Ruminococcus F champanellensis	44	40	24	0.69	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus F;s_Ruminococcus F champanellensis
Zape1	NODE_1989_length_15587_cov_27.8	7746	species	CAG-448 sp003150135	13	13	12	0.92	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_CAG-448;s_CAG-448 sp003150135
Zape1	NODE_5285_length_9443_cov_30.5	286	family	Lachnospiraceae	10	10	8	0.87	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
Zape1	NODE_10738_length_6254_cov_18.9	3651	genus	UBA6382	8	7	6	0.84	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_UBA6382
Zape1	NODE_18942_length_4326_cov_18.4	29944	species	Choladousia sp902363665	5	5	5	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia sp902363665
Zape2	NODE_59_length_54370_cov_88.0	2	superkingdom	Bacteria	14	12	10	0.99	d_Bacteria
Zape2	NODE_1836_length_14236_cov_67.1	70347	species	HGM12814 sp900770165	13	12	9	0.82	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_HGM12814;s_HGM12814 sp900770165
Zape2	NODE_5795_length_6766_cov_87.4	9661	species	Clostridium sp000435835	8	7	6	0.8	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp000435835
UT30	NODE_1384_length_63339_cov_54.1	29944	species	Choladousia sp902363665	66	64	45	0.83	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia sp902363665
UT30	NODE_1924_length_54396_cov_355.3	3574	species	F23-B02 sp004556755	72	71	46	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_F23-B02;s_F23-B02 sp004556755
UT30	NODE_2613_length_45936_cov_37.2	286	family	Lachnospiraceae	41	39	31	0.84	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_3683_length_38191_cov_25.8	997	family	Planococcaceae	48	45	22	0.58	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae
UT30	NODE_4614_length_33534_cov_36.6	24265	species	Lachnospira sp900547255	32	28	12	0.59	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira sp900547255
UT30	NODE_5604_length_29690_cov_145.6	30656	species	UBA5026 sp900552335	31	30	21	0.71	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_UBA5026;s_UBA5026 sp900552335
UT30	NODE_7043_length_25612_cov_43.2	14644	species	RUG572 sp900547945	26	25	17	0.68	d_Bacteria;p_Verrucomicrobiota;c_Kiritimatiellae;o_RFP12;f_UBA1067;g_RUG572;s_RUG572 sp900547945
UT30	NODE_8352_length_22951_cov_32.9	7666	species	CAG-628 sp003524085	28	28	23	0.82	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_CAG-628;s_CAG-628 sp003524085
UT30	NODE_9865_length_20411_cov_32.2	77724	species	Prevotella colorans	20	19	18	0.94	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella colorans
UT30	NODE_11316_length_18457_cov_96.2	286	family	Lachnospiraceae	22	21	10	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
Zape3	NODE_909_length_24535_cov_59.6	7115	species	CAG-45 sp000438375	31	30	16	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-45;s_CAG-45 sp000438375
Zape3	NODE_3657_length_9342_cov_37.5	21890	species	UMGS1696 sp900753285	7	6	5	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_UMGS1696;s_UMGS1696 sp900753285
Zape3	NODE_11940_length_4094_cov_27.5	4475	species	Clostridium P ventriculi	4	2	2	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium P;s_Clostridium P ventriculi
AW108	NODE_507_length_35115_cov_162.0	51189	species	Stieleria varia	2	2	1	0.94	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Pirellulaceae;g_Stieleria;s_Stieleria varia
AW108	NODE_2363_length_12518_cov_44.4	15036	species	CAG-590 sp000431135	9	9	6	0.74	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-590;s_CAG-590 sp000431135
AW108	NODE_6139_length_6461_cov_38.8	39793	species	Acetatifactor sp900771995	7	7	5	0.71	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Acetatifactor;s_Acetatifactor sp900771995
AW108	NODE_17184_length_3300_cov_56.5	217	species	Enterococcus B hirae	4	4	4	1.0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B hirae
UT43	NODE_531_length_33482_cov_1490.2	28789	species	Planococcus sp014836985	41	40	29	0.86	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Planococcus;s_Planococcus sp014836985
UT43	NODE_1987_length_17419_cov_81.5	5912	species	Ruminococcus sp002438605	22	20	12	0.84	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp002438605
UT43	NODE_4090_length_11483_cov_32.2	10	class	Bacilli	12	12	12	1.0	d_Bacteria;p_Firmicutes;c_Bacilli
UT30	NODE_53_length_200947_cov_338.4	24567	species	UBA2882 sp900549665	247	230	125	0.69	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_UBA2882;s_UBA2882 sp900549665
UT30	NODE_269_length_123881_cov_208.3	10835	species	Cryptobacteroides sp000434935	121	114	67	0.7	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Cryptobacteroides;s_Cryptobacteroides sp000434935
UT30	NODE_607_length_92162_cov_101.7	8161	genus	UBA6857	85	85	56	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857
UT30	NODE_1140_length_70030_cov_42.7	29944	species	Choladousia sp902363665	71	65	40	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia sp902363665
UT30	NODE_1592_length_59159_cov_52.7	16480	species	CAG-238 sp000435615	72	67	38	0.6	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Peptostreptococcales;f_Anaerovoracaceae;g_CAG-238;s_CAG-238 sp000435615
UT30	NODE_2212_length_50365_cov_539.7	1939	genus	CAG-83	25	22	15	0.7	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-83
UT30	NODE_3105_length_41902_cov_37.5	28955	species	Merdousia sp002405555	45	45	32	0.83	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp002405555
UT30	NODE_4006_length_36523_cov_24.3	8055	genus	Merdousia	40	38	23	0.7	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia
UT30	NODE_4869_length_32482_cov_46.6	15183	species	QAMX01 sp003149835	30	27	14	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_QAMX01;g_QAMX01;s_QAMX01 sp003149835
UT30	NODE_6081_length_28115_cov_27.3	47460	species	UBA6857 sp002451715	24	23	11	0.54	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857;s_UBA6857 sp002451715
Zape1	NODE_17581_length_4543_cov_29.6	286	family	Lachnospiraceae	7	7	6	0.86	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
Zape1	NODE_28539_length_3248_cov_97.0	388	genus	Fusicatenibacter	4	4	3	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Fusicatenibacter
Zape2	NODE_1033_length_19852_cov_189.6	1625	species	CAG-177 sp003514385	28	26	10	0.58	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177;s_CAG-177 sp003514385
Zape2	NODE_4121_length_8515_cov_32.5	286	family	Lachnospiraceae	10	10	8	0.86	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
Zape2	NODE_13675_length_3533_cov_15.6	120	family	Bifidobacteriaceae	5	4	3	0.75	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Bifidobacteriaceae
AW107	NODE_777_length_17369_cov_74.6	24924	species	Merdousia sp900546565	17	16	14	0.93	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Opitutales;f_CAG-312;g_Merdousia;s_Merdousia sp900546565
AW107	NODE_5537_length_6440_cov_33.3	8658	species	CAG-95 sp900066375	7	6	4	0.61	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_CAG-95;s_CAG-95 sp900066375
AW107	NODE_14132_length_3808_cov_19.7	6404	genus	Bruticola	1	1	1	1.0	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales;f_Xenobiaceae;g_Bruticola
Zape3	NODE_169_length_57423_cov_89.7	2	superkingdom	Bacteria	20	14	8	0.56	d_Bacteria
Zape3	NODE_1307_length_19277_cov_100.2	2	superkingdom	Bacteria	10	10	8	0.78	d_Bacteria
UT30	NODE_27799_length_8957_cov_21.8	57654	species	Faecalibacterium sp014858325	12	11	6	0.85	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium sp014858325
UT30	NODE_32924_length_7671_cov_14.6	6330	family	CAG-272	10	10	5	0.69	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272
UT30	NODE_38588_length_6643_cov_26.9	1	no rank	root	5	4	4	1.0	-_root
UT30	NODE_45114_length_5735_cov_24.1	517	family	Ruminococcaceae	6	6	5	0.98	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae
UT30	NODE_55301_length_4715_cov_15.9	330	order	Oscillospirales	8	7	5	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales
UT30	NODE_65622_length_4007_cov_67.7	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
UT30	NODE_74215_length_3571_cov_16.4	7722	species	Blautia A sp900548245	5	5	4	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Blautia A;s_Blautia A sp900548245
UT30	NODE_84888_length_3151_cov_12.2	1151	genus	Roseburia	6	6	4	0.74	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Roseburia
Zape1	NODE_859_length_22884_cov_65.8	286	family	Lachnospiraceae	15	15	10	0.62	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
Zape1	NODE_2777_length_13214_cov_33.8	19649	species	Bruticola sp004554425	14	13	6	0.54	d_Bacteria;p_Eremiobacterota;c_Xenobia;o_Xenobiales;f_Xenobiaceae;g_Bruticola;s_Bruticola sp004554425
UT30	NODE_1426_length_62373_cov_96.6	927	genus	Lachnospira	64	56	37	0.76	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira
UT30	NODE_2029_length_52953_cov_36.2	20650	species	Falcatimonas sp018918265	58	53	34	0.81	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Falcatimonas;s_Falcatimonas sp018918265
UT30	NODE_2733_length_44880_cov_49.4	1794	species	Eubacterium F sp003491505	57	56	36	0.71	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Eubacterium F;s_Eubacterium F sp003491505
UT30	NODE_3824_length_37448_cov_61.6	17485	species	UBA5026 sp900550255	38	35	20	0.58	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660;g_UBA5026;s_UBA5026 sp900550255
UT30	NODE_4673_length_33253_cov_54.8	6563	species	Prevotella sp002300055	37	30	19	0.66	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella sp002300055
UT30	NODE_5833_length_28915_cov_91.5	286	family	Lachnospiraceae	21	21	16	0.81	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_7145_length_25368_cov_26.6	286	family	Lachnospiraceae	23	23	16	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_8441_length_22767_cov_27.7	8161	genus	UBA6857	20	20	17	0.84	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA6857
UT30	NODE_10013_length_20172_cov_472.1	5912	species	Ruminococcus sp002438605	27	22	13	0.85	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp002438605
UT30	NODE_11600_length_18123_cov_331.2	14082	species	Carnobacterium A jeotgali	18	18	14	0.77	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Carnobacterium A;s_Carnobacterium A jeotgali
Zape1	NODE_4850_length_9891_cov_27.0	332	genus	Ruminococcus E	3	3	2	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Ruminococcus E
Zape1	NODE_9754_length_6624_cov_46.9	4375	species	Acinetobacter vivianii	4	4	2	0.52	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter;s_Acinetobacter vivianii
Zape1	NODE_18716_length_4361_cov_12.5	165	order	Bacteroidales	7	7	7	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales
Zape1	NODE_31406_length_3033_cov_71.3	14321	species	Treponema D sp900541945	5	5	4	0.97	d_Bacteria;p_Spirochaetota;c_Spirochaetia;o_Treponematales;f_Treponemataceae;g_Treponema D;s_Treponema D sp900541945
Zape2	NODE_1691_length_14996_cov_81.6	9000	species	Arctic96AD-7 sp002685535	2	1	1	1.0	d_Bacteria;p_SAR324;c_SAR324;o_SAR324;f_NAC60-12;g_Arctic96AD-7;s_Arctic96AD-7 sp002685535
Zape2	NODE_5107_length_7387_cov_47.6	9947	species	Psychrobacillus sp008807035	9	7	7	1.0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Psychrobacillus;s_Psychrobacillus sp008807035
Zape2	NODE_15948_length_3142_cov_20.7	24	class	Actinomycetia	1	1	1	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
AW107	NODE_1176_length_14470_cov_31.5	3415	species	Desulfovibrio sp900556755	16	14	7	0.5	d_Bacteria;p_Desulfobacterota I;c_Desulfovibrionia;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio sp900556755
AW107	NODE_7021_length_5622_cov_18.2	17667	species	UBA1829 sp900549045	7	7	5	0.67	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_Victivallales;f_UBA1829;g_UBA1829;s_UBA1829 sp900549045
AW107	NODE_15860_length_3562_cov_38.4	374	genus	Prevotella	2	2	1	0.5	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella
UT30	NODE_9028_length_21715_cov_28.0	12313	species	Coprococcus A sp900548825	37	33	15	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Coprococcus A;s_Coprococcus A sp900548825
UT30	NODE_10481_length_19504_cov_95.7	11701	species	Choladousia sp902363135	28	26	14	0.7	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Choladousia;s_Choladousia sp902363135
UT30	NODE_12538_length_17101_cov_42.6	37	class	Clostridia	18	17	11	0.6	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_15345_length_14620_cov_75.3	330	order	Oscillospirales	20	20	20	1.0	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales
UT30	NODE_18096_length_12810_cov_158.6	4298	family	UBA660	18	18	16	0.86	d_Bacteria;p_Firmicutes;c_Bacilli;o_RF39;f_UBA660
UT30	NODE_20876_length_11419_cov_17.0	5469	family	CAG-508	11	11	9	0.76	d_Bacteria;p_Firmicutes A;c_Clostridia;o_TANB77;f_CAG-508
UT30	NODE_25004_length_9793_cov_19.8	935	species	Agathobaculum butyriciproducens	23	20	11	0.9	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Butyricicoccaceae;g_Agathobaculum;s_Agathobaculum butyriciproducens
UT30	NODE_27879_length_8932_cov_20.4	1634	order	Gastranaerophilales	11	11	11	1.0	d_Bacteria;p_Cyanobacteria;c_Vampirovibrionia;o_Gastranaerophilales
UT30	NODE_33349_length_7580_cov_20.6	321	family	Micrococcaceae	12	12	7	0.66	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae
UT30	NODE_38685_length_6628_cov_13.7	6321	species	Bacteroides F pectinophilus	8	8	5	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Bacteroides F;s_Bacteroides F pectinophilus
UT30	NODE_64729_length_4059_cov_11.6	3547	genus	Butyribacter	6	6	4	0.93	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Butyribacter
UT30	NODE_73460_length_3607_cov_10.9	33339	species	Ruminococcus sp910577575	6	6	3	0.64	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp910577575
UT30	NODE_84138_length_3178_cov_95.6	835	order	Christensenellales	42	40	6	0.54	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales
Zape1	NODE_653_length_25380_cov_78.5	8044	species	UBA1724 sp900548225	26	25	21	0.85	d_Bacteria;p_Verrucomicrobiota;c_Lentisphaeria;o_UBA1407;f_UBA1407;g_UBA1724;s_UBA1724 sp900548225
Zape1	NODE_2689_length_13456_cov_43.8	25111	species	UMGS1889 sp900556055	19	18	13	0.75	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_UMGS1889;s_UMGS1889 sp900556055
Zape1	NODE_6001_length_8797_cov_126.9	81694	species	Prevotella sp900769275	5	5	3	0.6	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Prevotella;s_Prevotella sp900769275
Zape1	NODE_13084_length_5518_cov_68.4	330	order	Oscillospirales	3	3	2	0.67	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales
Zape1	NODE_22224_length_3874_cov_48.5	8708	species	CAG-177 sp000431775	4	4	2	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_CAG-177;s_CAG-177 sp000431775
Zape2	NODE_254_length_34209_cov_441.6	2	superkingdom	Bacteria	35	34	34	1.0	d_Bacteria
Zape2	NODE_2609_length_11517_cov_26.5	24	class	Actinomycetia	11	9	8	0.89	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
UT30	NODE_31362_length_8024_cov_440.6	2114	genus	Psychrobacter	12	11	7	0.97	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Psychrobacter
UT30	NODE_37484_length_6823_cov_16.9	1939	genus	CAG-83	8	8	5	0.82	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_CAG-83
UT30	NODE_44647_length_5790_cov_18.2	286	family	Lachnospiraceae	5	4	3	0.53	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae
UT30	NODE_54333_length_4796_cov_18.2	10031	genus	GCA-900066755	2	2	1	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_GCA-900066755
UT30	NODE_63831_length_4112_cov_13.1	8273	species	CAG-307 sp001916215	7	7	6	0.86	d_Bacteria;p_Firmicutes;c_Bacilli;o_Acholeplasmatales;f_Anaeroplasmataceae;g_CAG-307;s_CAG-307 sp001916215
UT30	NODE_72960_length_3630_cov_17.8	12313	species	Coprococcus A sp900548825	6	6	5	0.83	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Coprococcus A;s_Coprococcus A sp900548825
UT30	NODE_83266_length_3209_cov_26.6	2562	species	Ruminococcus flavefaciens R	4	4	2	0.66	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus flavefaciens R
Zape1	NODE_576_length_26498_cov_100.1	2504	genus	Eubacterium R	22	21	20	0.95	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_Eubacterium R
Zape1	NODE_2513_length_13930_cov_46.2	4643	species	Kurthia intestinigallinarum	18	17	14	0.93	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales A;f_Planococcaceae;g_Kurthia;s_Kurthia intestinigallinarum
Zape1	NODE_5661_length_9106_cov_94.9	838	species	UBA11524 sp000437595	15	14	7	0.65	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Christensenellales;f_CAG-74;g_UBA11524;s_UBA11524 sp000437595
UT30	NODE_8317_length_23019_cov_25.3	330	order	Oscillospirales	21	20	11	0.53	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales
UT30	NODE_9845_length_20450_cov_43.2	37	class	Clostridia	23	23	18	0.76	d_Bacteria;p_Firmicutes A;c_Clostridia
UT30	NODE_11200_length_18599_cov_43.5	6355	genus	UBA737	19	18	17	0.94	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Acutalibacteraceae;g_UBA737
UT30	NODE_13639_length_16004_cov_18.0	76675	species	Firm-07 sp905187695	20	18	15	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_CAG-272;g_Firm-07;s_Firm-07 sp905187695
UT30	NODE_16212_length_14026_cov_24.0	330	order	Oscillospirales	16	15	8	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales
UT30	NODE_18843_length_12407_cov_17.9	66526	species	Mobilitalea sp004294845	13	13	7	0.55	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Mobilitalea;s_Mobilitalea sp004294845
UT30	NODE_23091_length_10470_cov_48.5	17581	species	Lachnospira eligens	12	12	11	0.99	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Lachnospira;s_Lachnospira eligens
UT30	NODE_25908_length_9516_cov_30.9	646	species	Faecalibacillus intestinalis	4	3	3	1.0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Erysipelotrichales;f_Coprobacillaceae;g_Faecalibacillus;s_Faecalibacillus intestinalis
UT30	NODE_29577_length_8450_cov_33.5	73	genus	Pseudomonas E	9	9	6	0.74	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E
UT30	NODE_35375_length_7192_cov_13.5	217	species	Enterococcus B hirae	3	3	2	0.67	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B hirae
Zape2	NODE_824_length_21826_cov_64.3	217	species	Enterococcus B hirae	20	17	13	0.75	d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus B;s_Enterococcus B hirae
Zape2	NODE_3574_length_9371_cov_47.6	990	genus	Faecousia	10	9	5	0.65	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Oscillospirales;f_Oscillospiraceae;g_Faecousia
